"날짜","출발지","도착지","일별이동횟수","유형","타입","수량"
"20130917","4090570","4105229",1,"N11","직송",10
"20130927","4024790","4008937",1,"N11","직송",256
"20131109","4030989","4058612",1,"N11","직송",4
"20131128","4042492","4081605",1,"N11","직송",192
"20131119","4116327","4117446",1,"N11","직송",704
"20131123","4116327","4153269",1,"N11","직송",192
"20131125","4024790","4056322",1,"N11","직송",256
"20131125","4116327","4117446",1,"N11","직송",512
"20131125","4116327","4191164",1,"N11","직송",192
"20131125","4160104","4137899",1,"N11","직송",17
"20140106","4116327","4038967",1,"N11","직송",256
"20140115","4066297","4057097",1,"N11","직송",192
"20140120","4116327","4060212",1,"N11","직송",256
"20140303","4156818","4147938",1,"N11","직송",8
"20140304","4024790","4037246",1,"N11","직송",256
"20140310","4066297","4008774",1,"N11","직송",100
"20140314","4116327","4117446",1,"N11","직송",256
"20140315","4066297","4159735",1,"N11","직송",192
"20140319","4066297","4115287",1,"N11","직송",192
"20140503","4066297","4065363",1,"N11","직송",100
"20140507","4066297","4081605",1,"N11","직송",192
"20140509","4024790","4019365",1,"N11","직송",288
"20140617","4153135","4132530",1,"N11","직송",5
"20140613","4024790","4047737",1,"N11","직송",256
"20140613","4066297","4056322",1,"N11","직송",192
"20140624","4116327","4100736",1,"N11","직송",200
"20140731","4116327","4054830",1,"N11","직송",256
"20140905","4081605","4120235",1,"N11","직송",5
"20141120","4142683","4147549",1,"N11","직송",12
"20141114","4024790","4176972",1,"N11","직송",256
"20141114","4189182","4012259",1,"N11","직송",12
"20141117","4167510","4142736",1,"N11","직송",7
"20141117","4189182","4106728",1,"N11","직송",8
"20141117","5082584","4024336",1,"N11","직송",235
"20130629","4066297","4098645",1,"N11","직송",192
"20130805","4116327","4117446",1,"N11","직송",288
"20130819","4066297","4057097",1,"N11","직송",192
"20131002","4142683","4163628",1,"N11","직송",16
"20131008","4116327","4100736",1,"N11","직송",200
"20131008","4116327","4113830",1,"N11","직송",192
"20131128","4116327","4117446",1,"N11","직송",256
"20131128","4116327","4142959",1,"N11","직송",256
"20140125","4024790","4105688",1,"N11","직송",256
"20140126","4099862","4185337",1,"N11","직송",10
"20140126","4116327","4100736",1,"N11","직송",280
"20140127","4024790","4016104",1,"N11","직송",256
"20140127","4024790","4019365",1,"N11","직송",256
"20140127","4024790","4094187",1,"N11","직송",256
"20140328","4024790","4021381",1,"N11","직송",288
"20140328","4066297","4159735",1,"N11","직송",192
"20140522","4116327","4065259",1,"N11","직송",192
"20140527","5082584","4024336",1,"N11","직송",240
"20140527","4024790","4030783",1,"N11","직송",256
"20140530","4024790","4078881",1,"N11","직송",256
"20141109","4037246","4159735",1,"N11","직송",5
"20141101","4116327","4100736",1,"N11","직송",200
"20141204","4116327","4100736",1,"N11","직송",200
"20141204","4152123","4073431",1,"N11","직송",12
"20130826","4142683","4147549",1,"N11","직송",16
"20130830","4024790","4103787",1,"N11","직송",256
"20131014","4116327","4015383",1,"N11","직송",256
"20131014","4116327","4016278",1,"N11","직송",192
"20131014","4116327","4142959",1,"N11","직송",288
"20131022","4142683","4021387",1,"N11","직송",2
"20131023","4024790","4013364",1,"N11","직송",192
"20131207","4142683","4112664",1,"N11","직송",2
"20131207","4142683","4117505",1,"N11","직송",16
"20131209","4024790","4056322",1,"N11","직송",256
"20131217","4116327","4106222",1,"N11","직송",256
"20131223","4024790","4033595",1,"N11","직송",288
"20131227","4116327","4100736",1,"N11","직송",220
"20140211","4116327","4100736",1,"N11","직송",240
"20140214","4116327","4142959",1,"N11","직송",256
"20140416","4189182","4044843",1,"N11","직송",10
"20140512","4024790","4045252",1,"N11","직송",256
"20150601","4177490","4010462",1,"N11","직송",3
"20150725","4142683","4021387",1,"N11","직송",2
"20150825","4066297","4067381",1,"N11","직송",192
"20150930","4116327","4118565",1,"N11","직송",256
"20150909","4189182","4062775",1,"N11","직송",6
"20150909","4189182","4091622",1,"N11","직송",6
"20150706","4189182","4138771",1,"N11","직송",8
"20150908","4179153","4078892",1,"N11","직송",24
"20150102","4189182","4192501",1,"N11","직송",6
"20150108","4116327","4100736",1,"N11","직송",180
"20150108","4189182","4192501",1,"N11","직송",7
"20150407","4167474","4158064",1,"N11","직송",2
"20150409","4024790","4117505",1,"N11","직송",288
"20150608","4024790","4019365",1,"N11","직송",256
"20150608","4142683","4147549",1,"N11","직송",12
"20150709","4189182","4147279",1,"N11","직송",6
"20150713","4189182","4039789",1,"N11","직송",12
"20150807","4116327","4016292",1,"N11","직송",192
"20150811","4116327","4097612",1,"N11","직송",192
"20150924","4126473","4138771",1,"N11","직송",8
"20150924","4189182","4050263",1,"N11","직송",1
"20150924","4189182","4149739",1,"N11","직송",4
"20150911","4049112","4228451",1,"N11","직송",85
"20151015","4140866","4048073",1,"N11","직송",9
"20151015","4189182","4012259",1,"N11","직송",10
"20141222","4024790","4051728",1,"N11","직송",256
"20150213","4082771","4128711",1,"N11","직송",3
"20150213","4116327","4100736",1,"N11","직송",200
"20150213","4189182","4108747",1,"N11","직송",2
"20150309","4142683","4147549",1,"N11","직송",18
"20150314","4116327","4100736",1,"N11","직송",180
"20150318","4116327","4100736",1,"N11","직송",80
"20150324","4116327","4100736",1,"N11","직송",140
"20150813","4116327","4127857",1,"N11","직송",256
"20151127","4189182","4011014",1,"N11","직송",2
"20151127","4189182","4012810",1,"N11","직송",16
"20151113","4189182","4118565",1,"N11","직송",10
"20150121","4116327","4066981",1,"N11","직송",256
"20150123","4152123","4126412",1,"N11","직송",24
"20150728","4116327","4111740",1,"N11","직송",192
"20150828","4142683","4021387",1,"N11","직송",2
"20150129","4116327","4100736",1,"N11","직송",200
"20150428","4210578","4152913",1,"N11","직송",1
"20150602","4189182","4147961",1,"N11","직송",10
"20150702","4142683","4112664",1,"N11","직송",2
"20150704","4142683","4005671",1,"N11","직송",18
"20150907","4189182","4107805",1,"N11","직송",6
"20150204","4189182","4149113",1,"N11","직송",3
"20150305","4116327","4100736",1,"N11","직송",200
"20150307","4116327","4100736",1,"N11","직송",140
"20150806","4024790","4176972",1,"N11","직송",256
"20150907","4189182","4138014",1,"N11","직송",8
"20151118","4022366","4119910",1,"N11","직송",13
"20151026","4022366","4200671",1,"N11","직송",12
"20151026","4189182","4073777",1,"N11","직송",10
"20151026","5082584","4024336",1,"N11","직송",236
"20150112","4189182","4091622",1,"N11","직송",12
"20150114","4116327","4066981",1,"N11","직송",256
"20150212","4024790","4094187",1,"N11","직송",240
"20150212","4024790","4180487",1,"N11","직송",256
"20150212","4116327","4153269",1,"N11","직송",256
"20150320","4116327","4100736",1,"N11","직송",160
"20150413","4024790","4088733",1,"N11","직송",256
"20150606","4024790","4045252",1,"N11","직송",512
"20150627","4024790","4045252",1,"N11","직송",256
"20150717","4024790","4019365",1,"N11","직송",256
"20150718","4024790","4176972",1,"N11","직송",256
"20150723","4024790","4124271",1,"N11","직송",256
"20150731","4142683","4120425",1,"N11","직송",16
"20151008","4116327","4066443",1,"N11","직송",256
"20151008","4189182","4009567",1,"N11","직송",7
"20141227","4142683","4005671",1,"N11","직송",0
"20150223","4116327","4100736",1,"N11","직송",200
"20150520","4189182","4011014",1,"N11","직송",10
"20150730","4042492","4010409",1,"N11","직송",100
"20150801","4109052","4097453",1,"N11","직송",60
"20150801","4116327","4207853",1,"N11","직송",50
"20150922","4116327","4162123",1,"N11","직송",192
"20150818","4024790","4024490",1,"N11","직송",256
"20150703","4024790","4019365",1,"N11","직송",256
"20150707","4189182","4210099",1,"N11","직송",6
"20150910","4189182","4070253",1,"N11","직송",6
"20150105","4066297","4047530",1,"N11","직송",192
"20150106","4010462","4177490",1,"N11","직송",2
"20150106","4024790","4097834",1,"N11","직송",256
"20150107","5016388","4010462",1,"N11","직송",6
"20150209","4189182","4192501",1,"N11","직송",2
"20150406","4116327","4032167",1,"N11","직송",256
"20150406","4189182","4216821",1,"N11","직송",6
"20150511","4024790","4019365",1,"N11","직송",256
"20150511","4024790","4024490",1,"N11","직송",256
"20150612","4189182","4147279",1,"N11","직송",6
"20150808","4024790","4176972",1,"N11","직송",256
"20150808","4116327","4003090",1,"N11","직송",256
"20150909","4116327","4229516",1,"N11","직송",50
"20151017","4189182","4044843",1,"N11","직송",4
"20141216","4201327","4175467",1,"N11","직송",10
"20141223","4024790","4097834",1,"N11","직송",256
"20150113","4024790","4124271",1,"N11","직송",288
"20150323","4116327","4100736",1,"N11","직송",160
"20150325","4116327","4100736",1,"N11","직송",160
"20150417","4024790","4099620",1,"N11","직송",256
"20150606","5082584","4024336",1,"N11","직송",236
"20150717","4189182","4179997",1,"N11","직송",5
"20150812","4042492","4010409",1,"N11","직송",120
"20150921","4189182","4154455",1,"N11","직송",7
"20151103","4189182","4152913",1,"N11","직송",10
"20151107","4116327","4214338",1,"N11","직송",256
"20150126","5016388","4010462",1,"N11","직송",2
"20150220","4116327","4100736",1,"N11","직송",100
"20150330","4024790","4152322",1,"N11","직송",256
"20150331","4180735","4108810",1,"N11","직송",10
"20150423","4189182","4174888",1,"N11","직송",10
"20150527","4142683","4147549",1,"N11","직송",12
"20150723","4189182","4044843",1,"N11","직송",8
"20150727","4189182","4147279",1,"N11","직송",10
"20151022","4116327","4214745",1,"N11","직송",256
"20151023","4116327","4155479",1,"N11","직송",256
"20150130","4024790","4180487",1,"N11","직송",256
"20150706","4024790","4019365",1,"N11","직송",256
"20151014","4189182","4224719",1,"N11","직송",10
"20141215","4142683","4147549",1,"N11","직송",12
"20150112","4024790","4152322",1,"N11","직송",256
"20150203","4189182","4104289",1,"N11","직송",8
"20150205","4189182","4150929",1,"N11","직송",10
"20150615","4042492","4010409",1,"N11","직송",170
"20150806","4142683","4163628",1,"N11","직송",16
"20150808","4189182","4143426",1,"N11","직송",8
"20150918","4189182","4128711",1,"N11","직송",6
"20151105","4189182","4184134",1,"N11","직송",12
"20141216","4142683","4021387",1,"N11","직송",2
"20141217","4142683","4163628",1,"N11","직송",0
"20150113","4189182","4044843",1,"N11","직송",12
"20150211","4116327","4100736",1,"N11","직송",200
"20150211","4116327","4119081",1,"N11","직송",192
"20150414","4024790","4097834",1,"N11","직송",256
"20150515","4024790","4024336",1,"N11","직송",192
"20150605","4189182","4011014",1,"N11","직송",8
"20150529","4084822","4173251",1,"N11","직송",6
"20150814","4116327","4127857",1,"N11","직송",256
"20151029","4236041","4152322",1,"N11","직송",22
"20151124","4179351","4233229",1,"N11","직송",8
"20151124","4189182","4098629",1,"N11","직송",20
"20151110","4116327","4039605",1,"N11","직송",256
"20151110","4189182","4073431",1,"N11","직송",4
"20151110","4189182","4174888",1,"N11","직송",8
"20151110","4189182","4183793",1,"N11","직송",12
"20151117","4189182","4109266",1,"N11","직송",10
"20151123","4189182","4147938",1,"N11","직송",10
"20141226","4024790","4099620",1,"N11","직송",256
"20150124","4142683","4147549",1,"N11","직송",12
"20150224","4116327","4163970",1,"N11","직송",240
"20150519","4189182","4173251",1,"N11","직송",6
"20150523","4142683","4005671",1,"N11","직송",18
"20180326","4024790","4024246",1,"N11","직송",288
"20180330","4024790","4081167",1,"N11","직송",288
"20180330","4024790","4171765",1,"N11","직송",224
"20180417","4053763","4277064",1,"N12","직송",288
"20180417","4077960","4279191",1,"N12","직송",416
"20180420","4082771","4277369",1,"N11","직송",192
"20180504","4002696","4286689",1,"N11","직송",288
"20180504","4082771","4234806",1,"N11","직송",160
"20180510","4224062","4285023",1,"N12","직송",150
"20180510","4268667","4203336",1,"N11","직송",240
"20180518","5285162","4100509",1,"N12","직송",26
"20180519","4024790","4024336",1,"N11","직송",576
"20180519","4024790","4089530",1,"N11","직송",256
"20180528","5016527","4055335",1,"N11","직송",240
"20180616","5254883","4060212",1,"N11","직송",264
"20180616","5254883","4237297",1,"N11","직송",264
"20180605","4082771","4150929",1,"N11","직송",288
"20180614","4210963","4142404",1,"N11","직송",224
"20180615","4008465","4120808",1,"N11","직송",144
"20180615","4024790","4024336",1,"N11","직송",288
"20180615","5060079","4288039",1,"N11","직송",15
"20170927","4073564","4082741",1,"N11","직송",256
"20170927","4082771","4218532",1,"N11","직송",192
"20170927","4148779","4153269",1,"N11","직송",288
"20170927","4224062","4129312",1,"N12","직송",256
"20170928","5011164","4178822",1,"N11","직송",114
"20170928","5056827","4161476",1,"N11","직송",75
"20170928","5067533","4247538",1,"N11","직송",79
"20170928","5098491","4002955",1,"N11","직송",93
"20170929","5115411","4199618",1,"N11","직송",60
"20171018","4042492","4111640",1,"N11","직송",288
"20171020","4013119","4287501",1,"N11","직송",256
"20171024","4024790","4010573",1,"N11","직송",256
"20171024","4024790","4041342",1,"N11","직송",192
"20171106","4082771","4181914",1,"N11","직송",192
"20171114","5166129","4078616",1,"N11","직송",101
"20171114","5239891","4078616",1,"N11","직송",24
"20171114","5280194","4078616",1,"N11","직송",75
"20171114","4024790","4060212",1,"N11","직송",256
"20171115","4024790","4024484",1,"N11","직송",128
"20171116","5060079","4041880",1,"N11","직송",48
"20171205","4025527","4241172",1,"N11","직송",144
"20171206","5016527","4055335",1,"N11","직송",200
"20171206","5108418","4092202",1,"N11","직송",5
"20171208","4024790","4048903",1,"N11","직송",288
