"날짜","출발지","도착지","일별이동횟수","유형","타입","수량"
"20130720","4116327","4100736",1,"N11","직송",200
"20130722","4024790","4037246",1,"N11","직송",192
"20130902","4042492","4065363",1,"N11","직송",192
"20130902","4066297","4195630",1,"N11","직송",192
"20130924","4116327","4117446",1,"N11","직송",512
"20131102","4066297","4143892",1,"N11","직송",224
"20131102","4116327","4142959",1,"N11","직송",288
"20140410","4202649","4030989",1,"N11","직송",1
"20140415","4142683","4147549",1,"N11","직송",10
"20140509","4189182","4062775",1,"N11","직송",16
"20140604","4142683","4117104",1,"N11","직송",18
"20140605","4116327","4049112",1,"N11","직송",192
"20140704","4189182","4081381",1,"N11","직송",14
"20140717","4024790","4050042",1,"N11","직송",256
"20140717","4116327","4053952",1,"N11","직송",192
"20140717","4142683","4147549",1,"N11","직송",12
"20140719","4116327","4100736",1,"N11","직송",200
"20140724","4116327","4063004",1,"N11","직송",256
"20140715","4189182","4147961",1,"N11","직송",20
"20140819","4116327","4054830",1,"N11","직송",512
"20140820","4042492","4010409",1,"N11","직송",192
"20140814","4023086","4030981",1,"N11","직송",1
"20140814","4142683","4117104",1,"N11","직송",0
"20140927","4116327","4094031",1,"N11","직송",256
"20141010","4177719","4206283",1,"N11","직송",10
"20141010","4177719","4210778",1,"N11","직송",9
"20141111","4008937","4144471",1,"N11","직송",10
"20141111","4116327","4100736",1,"N11","직송",140
"20130725","4024790","4048068",1,"N11","직송",256
"20130905","4116327","4100736",1,"N11","직송",200
"20130905","4142683","4147549",1,"N11","직송",10
"20130910","4116327","4113830",1,"N11","직송",448
"20130927","4116327","4113830",1,"N11","직송",256
"20130927","4116327","4128315",1,"N11","직송",240
"20131109","4066297","4014384",1,"N11","직송",192
"20131129","4024790","4152322",1,"N11","직송",256
"20131120","4116327","4016292",1,"N11","직송",256
"20140102","4116327","4100736",1,"N11","직송",200
"20140102","4189182","4152811",1,"N11","직송",8
"20140307","4116327","4117446",1,"N11","직송",768
"20140312","4116327","4117446",1,"N11","직송",256
"20140316","4156818","4103787",1,"N11","직송",6
"20140317","4066297","4081605",1,"N11","직송",256
"20140319","4024790","4154458",1,"N11","직송",256
"20140320","4116327","4117446",1,"N11","직송",512
"20140507","5082584","4024336",1,"N11","직송",228
"20140611","4116327","4089808",1,"N11","직송",192
"20140618","4024790","4102763",1,"N11","직송",288
"20140528","4066297","4201327",1,"N11","직송",192
"20140418","4116327","4117446",1,"N11","직송",256
"20140619","4066297","4071814",1,"N11","직송",150
"20140728","4024790","4049462",1,"N11","직송",256
"20140728","4066297","4082406",1,"N11","직송",192
"20140730","4116327","4066018",1,"N11","직송",192
"20140725","4116327","4199028",1,"N11","직송",256
"20140828","4142683","4120425",1,"N11","직송",0
"20140822","4189182","4184134",1,"N11","직송",10
"20140912","4024790","4157758",1,"N11","직송",256
"20140923","4066297","4081605",1,"N11","직송",192
"20141027","4159821","4033757",1,"N11","직송",24
"20141208","4189182","4008521",1,"N11","직송",16
"20141127","4024790","4091017",1,"N11","직송",256
"20130606","4024790","4109651",1,"N11","직송",288
"20130611","5082584","4024336",1,"N11","직송",240
"20131004","4042492","4114342",1,"N11","직송",192
"20131004","4116327","4100736",1,"N11","직송",240
"20131023","4094823","4074448",1,"N11","직송",12
"20131129","4116327","4100736",1,"N11","직송",140
"20131129","4116327","4142959",1,"N11","직송",256
"20140121","4116327","4190100",1,"N11","직송",256
"20140329","4116327","4100736",1,"N11","직송",200
"20140330","4156818","4147938",1,"N11","직송",8
"20140514","4024790","4010573",1,"N11","직송",288
"20140514","4116327","4100736",1,"N11","직송",100
"20140514","4189182","4113897",1,"N11","직송",6
"20140516","4066297","4088934",1,"N11","직송",192
"20140516","4104821","4145274",1,"N11","직송",50
"20140519","4116327","4166048",1,"N11","직송",224
"20140523","4023812","4016608",1,"N11","직송",4
"20140523","4066297","4035735",1,"N11","직송",192
"20140526","4142683","4005671",1,"N11","직송",18
"20140528","4142683","4166324",1,"N11","직송",0
"20140725","4189182","4147938",1,"N11","직송",12
"20140826","4066297","4065363",1,"N11","직송",192
"20140901","4116327","4138771",1,"N11","직송",192
"20140813","4116327","4100736",1,"N11","직송",200
"20141001","4116327","4100736",1,"N11","직송",200
"20141001","4116327","4168130",1,"N11","직송",256
"20141001","4137899","4189531",1,"N11","직송",7
"20140905","4116327","4066005",1,"N11","직송",192
"20140905","4189182","4190160",1,"N11","직송",10
"20141128","4053071","4196125",1,"N11","직송",10
"20141128","4116327","4053961",1,"N11","직송",256
"20141202","4039602","4065680",1,"N11","직송",21
"20130626","4116327","4113830",1,"N11","직송",192
"20130701","4023086","4090374",1,"N11","직송",2
"20130830","4141285","4080951",1,"N11","직송",6
"20131014","5082584","4024336",1,"N11","직송",225
"20131015","4024790","4056322",1,"N11","직송",256
"20131023","4116327","4196377",1,"N11","직송",288
"20131023","4142683","4169915",1,"N11","직송",16
"20131104","4024790","4168749",1,"N11","직송",256
"20131213","4024790","4114342",1,"N11","직송",192
"20131231","4142683","4005671",1,"N11","직송",18
"20140204","4066297","4141285",1,"N11","직송",50
"20140207","4024790","4169776",1,"N11","직송",256
"20140212","4024790","4019365",1,"N11","직송",256
"20140212","4116327","4100736",1,"N11","직송",180
"20140402","4066297","4005321",1,"N11","직송",256
"20140429","4066297","4008774",1,"N11","직송",192
"20140429","4116327","4117446",1,"N11","직송",256
"20140429","4142683","4126361",1,"N11","직송",16
"20140802","4116327","4142959",1,"N11","직송",288
"20140805","4116327","4142959",1,"N11","직송",288
"20140805","4189182","4147961",1,"N11","직송",12
"20140805","4189182","4176972",1,"N11","직송",15
"20140811","4166893","4124363",1,"N11","직송",10
"20140812","4116327","4054830",1,"N11","직송",256
"20140821","4099862","4158791",1,"N11","직송",0
"20140821","4116327","4054830",1,"N11","직송",256
"20140821","4116327","4100736",1,"N11","직송",140
"20140821","4116327","4128315",1,"N11","직송",256
"20140821","4116327","4131694",1,"N11","직송",192
"20140821","4189182","4104289",1,"N11","직송",12
"20140902","4089335","4183793",1,"N11","직송",137
"20140902","4158791","4104821",1,"N11","직송",38
"20141202","4116327","4057212",1,"N11","직송",512
"20141203","4142683","4163628",1,"N11","직송",0
"20141203","4219310","4005858",1,"N11","직송",126
"20141211","5082584","4024336",1,"N11","직송",224
"20130703","4042492","4137895",1,"N11","직송",192
"20130703","4116327","4113830",1,"N11","직송",192
"20130703","4116327","4117446",1,"N11","직송",288
"20130722","4024790","4172696",1,"N11","직송",256
"20130708","4116327","4100736",1,"N11","직송",200
"20130708","4116327","4119081",1,"N11","직송",192
"20130712","4042492","4092916",1,"N11","직송",192
"20130712","4116327","4100736",1,"N11","직송",240
"20130717","4024790","4010573",1,"N11","직송",256
"20130717","4116327","4173265",1,"N11","직송",192
"20131101","4023086","4024318",1,"N11","직송",6
"20131210","4116327","4190160",1,"N11","직송",192
"20140108","4024790","4075221",1,"N11","직송",256
"20140704","5082584","4024336",1,"N11","직송",232
"20140708","4066297","4201327",1,"N11","직송",192
"20140714","4024790","4045252",1,"N11","직송",256
"20140714","4066297","4130340",1,"N11","직송",192
"20140721","4024790","4129573",1,"N11","직송",256
"20140723","4024790","4019365",1,"N11","직송",256
"20140809","4024790","4172696",1,"N11","직송",256
"20140809","4066297","4195630",1,"N11","직송",256
"20140809","4116327","4066005",1,"N11","직송",192
"20140827","4066297","4008937",1,"N11","직송",192
"20140819","4189182","4138771",1,"N11","직송",10
"20141212","4088934","4069349",1,"N11","직송",6
"20141212","4116327","4100736",1,"N11","직송",200
"20130731","4024790","4174051",1,"N11","직송",256
"20130902","4116327","4117446",1,"N11","직송",256
"20130903","4024790","4081605",1,"N11","직송",192
"20130921","4008768","4119917",1,"N11","직송",100
"20130810","4116327","4089473",1,"N11","직송",384
"20130914","4116327","4089808",1,"N11","직송",192
"20130914","4116327","4131694",1,"N11","직송",192
"20130930","4023086","4192287",1,"N11","직송",17
"20130930","4024790","4081605",1,"N11","직송",192
"20131112","4024790","4091288",1,"N11","직송",192
"20131116","4024790","4047661",1,"N11","직송",192
"20131116","4066297","4130531",1,"N11","직송",192
"20131118","4042492","4114342",1,"N11","직송",192
"20140108","4116327","4111493",1,"N11","직송",256
"20140108","4116327","4153269",1,"N11","직송",192
"20140108","4116327","4183969",1,"N11","직송",192
"20140113","4116327","4100736",1,"N11","직송",140
"20140117","4024790","4129573",1,"N11","직송",288
"20140117","4024790","4152322",1,"N11","직송",288
"20140117","4066297","4166893",1,"N11","직송",192
"20140117","4116327","4190160",1,"N11","직송",256
"20140117","4189182","4184134",1,"N11","직송",8
"20140301","4160104","4137899",1,"N11","직송",50
"20140313","4116327","4117446",1,"N11","직송",512
"20140321","4116327","4100736",1,"N11","직송",200
"20140502","4024790","4124271",1,"N11","직송",256
"20140502","4066297","4056322",1,"N11","직송",192
"20140502","4066297","4114342",1,"N11","직송",192
"20140502","4116327","4100736",1,"N11","직송",200
"20140505","4116327","4100736",1,"N11","직송",140
"20140508","4024790","4110261",1,"N11","직송",256
"20140508","4116327","4181914",1,"N11","직송",192
"20140508","4142683","4126361",1,"N11","직송",0
"20140523","4116327","4208093",1,"N11","직송",160
"20140620","4066297","4111640",1,"N11","직송",224
"20140623","4024790","4157758",1,"N11","직송",256
"20140623","4066297","4081605",1,"N11","직송",192
"20140625","4116327","4084178",1,"N11","직송",256
"20140625","4116327","4142959",1,"N11","직송",256
"20140627","4189182","4198349",1,"N11","직송",12
"20140728","5082584","4024336",1,"N11","직송",225
"20140828","4024790","4151508",1,"N11","직송",256
"20140904","4024790","4097834",1,"N11","직송",256
"20140904","4066297","4008768",1,"N11","직송",192
"20140904","4116327","4138014",1,"N11","직송",288
"20140904","4116327","4145274",1,"N11","직송",256
"20141127","4116327","4152253",1,"N11","직송",192
"20130921","4066297","4081605",1,"N11","직송",192
"20130812","4024790","4019365",1,"N11","직송",256
"20130812","4066297","4069897",1,"N11","직송",256
"20130812","4189182","4147961",1,"N11","직송",10
"20130816","4005868","4046588",1,"N11","직송",48
"20131005","4116327","4120808",1,"N11","직송",256
"20140123","4066297","4057097",1,"N11","직송",192
"20140331","4111471","4144471",1,"N11","직송",67
"20140401","4024790","4045252",1,"N11","직송",256
"20140516","5082584","4024336",1,"N11","직송",240
"20140529","4116327","4065259",1,"N11","직송",192
"20140529","4116327","4125641",1,"N11","직송",160
"20140630","4024790","4062384",1,"N11","직송",256
"20140922","4116327","4219002",1,"N11","직송",288
"20141105","4024790","4111134",1,"N11","직송",512
"20141105","4116327","4180009",1,"N11","직송",130
"20130627","4024790","4072625",1,"N11","직송",256
"20130628","4024790","4019365",1,"N11","직송",256
"20130628","4024790","4081605",1,"N11","직송",192
"20130819","4142683","4117104",1,"N11","직송",14
"20130820","4024790","4082754",1,"N11","직송",256
"20130823","4142683","4005671",1,"N11","직송",14
"20131015","4116327","4190100",1,"N11","직송",288
"20131202","4024790","4105688",1,"N11","직송",256
"20131202","4116327","4100736",1,"N11","직송",200
"20131205","4116327","4165381",1,"N11","직송",192
"20131206","4042492","4073440",1,"N11","직송",192
"20131224","4142683","4147549",1,"N11","직송",12
"20131230","4116327","4100736",1,"N11","직송",220
"20131230","4116327","4117446",1,"N11","직송",256
"20131230","4183767","4124281",1,"N11","직송",2
"20131231","4024790","4155500",1,"N11","직송",256
"20131231","4024790","4157759",1,"N11","직송",256
"20140205","4116327","4130836",1,"N11","직송",192
"20140208","4066297","4181770",1,"N11","직송",192
"20140208","4116327","4100736",1,"N11","직송",240
"20140218","4024790","4019365",1,"N11","직송",256
"20140425","4042492","4154455",1,"N11","직송",192
"20140425","4142683","4147549",1,"N11","직송",12
"20140601","4177719","4158063",1,"N11","직송",35
"20140703","4116327","4038967",1,"N11","직송",256
"20140703","4116327","4066005",1,"N11","직송",192
"20140703","4116327","4142959",1,"N11","직송",256
"20140807","4024790","4109693",1,"N11","직송",256
"20140807","4066297","4008937",1,"N11","직송",192
"20140807","4066297","4141465",1,"N11","직송",100
"20140806","4024790","4092368",1,"N11","직송",256
"20140806","4066297","4082754",1,"N11","직송",512
"20140930","4066297","4056882",1,"N11","직송",256
"20141028","4142683","4166324",1,"N11","직송",16
"20130704","4024790","4054964",1,"N11","직송",192
"20130704","4116327","4174888",1,"N11","직송",192
"20130709","4024790","4168963",1,"N11","직송",256
"20130714","4116327","4100736",1,"N11","직송",200
"20130718","4116327","4100736",1,"N11","직송",280
"20130906","4142683","4115287",1,"N11","직송",14
"20130802","4024790","4177719",1,"N11","직송",256
"20131101","4204002","4067662",1,"N11","직송",44
"20131105","4024790","4056322",1,"N11","직송",256
"20131231","5082584","4024336",1,"N11","직송",220
"20140101","4177205","4199251",1,"N11","직송",214
"20140226","4024790","4155752",1,"N11","직송",256
"20140412","4189182","4152811",1,"N11","직송",10
"20140305","4024790","4019365",1,"N11","직송",256
"20140305","4116327","4100736",1,"N11","직송",140
"20140305","4116327","4114282",1,"N11","직송",192
"20140305","4142683","4163628",1,"N11","직송",14
"20140305","4156818","4103787",1,"N11","직송",8
"20140604","4066297","4081605",1,"N11","직송",192
"20140606","4116327","4038967",1,"N11","직송",256
"20140606","4116327","4151395",1,"N11","직송",120
"20140606","4142683","4021387",1,"N11","직송",2
"20140610","4116327","4027555",1,"N11","직송",192
"20140610","4116327","4054542",1,"N11","직송",192
"20140708","4189182","4044843",1,"N11","직송",10
"20140711","4024790","4051728",1,"N11","직송",256
"20140714","4116327","4065259",1,"N11","직송",192
"20140714","4116327","4130836",1,"N11","직송",256
"20140714","4116327","4199028",1,"N11","직송",256
"20140714","5082584","4024336",1,"N11","직송",240
"20140717","4142683","4163628",1,"N11","직송",18
"20140718","4036739","4189031",1,"N11","직송",12
"20140721","4138014","4045252",1,"N11","직송",14
"20140830","4206283","4118469",1,"N11","직송",7
"20140915","4118599","4169258",1,"N11","직송",2
"20141015","4024790","4103787",1,"N11","직송",256
"20141006","4189182","4129522",1,"N11","직송",10
"20141006","5082584","4024336",1,"N11","직송",240
"20141007","4116327","4073431",1,"N11","직송",192
"20130723","4024790","4065354",1,"N11","직송",256
"20130723","4066297","4114342",1,"N11","직송",192
"20130723","4116327","4117446",1,"N11","직송",768
"20130727","4116327","4100736",1,"N11","직송",100
"20130727","4116327","4138751",1,"N11","직송",256
"20130731","4183319","4030991",1,"N11","직송",32
"20130903","4066297","4067381",1,"N11","직송",192
"20130903","4116327","4165381",1,"N11","직송",192
"20130903","4117690","4014550",1,"N11","직송",10
"20130907","4024790","4181770",1,"N11","직송",192
"20130907","4116327","4100736",1,"N11","직송",200
"20130916","4116327","4117446",1,"N11","직송",768
"20130930","4116327","4117446",1,"N11","직송",768
"20131108","4024790","4137895",1,"N11","직송",256
"20131108","4090570","4137895",1,"N11","직송",2
"20131108","4171632","4201986",1,"N11","직송",28
"20131122","4042492","4031882",1,"N11","직송",192
"20140104","4099862","4182722",1,"N11","직송",2
"20140104","4116327","4100736",1,"N11","직송",200
"20140124","4066297","4057097",1,"N11","직송",192
"20140114","4142683","4126361",1,"N11","직송",14
"20140120","4024790","4047737",1,"N11","직송",288
"20140120","4024790","4094837",1,"N11","직송",256
"20140310","4024790","4098817",1,"N11","직송",256
"20140314","4024790","4099620",1,"N11","직송",256
"20140314","4082771","4128711",1,"N11","직송",5
"20140318","4116327","4117446",1,"N11","직송",256
"20140319","4024790","4169254",1,"N11","직송",256
"20140506","4116327","4100736",1,"N11","직송",200
"20140617","4024790","4026551",1,"N11","직송",256
"20140726","4189182","4176972",1,"N11","직송",14
"20140823","4189182","4184525",1,"N11","직송",10
"20140904","4189182","4152811",1,"N11","직송",8
"20141004","4142683","4114342",1,"N11","직송",0
"20141018","4116327","4100736",1,"N11","직송",200
"20141021","4024790","4060260",1,"N11","직송",192
"20141021","4116327","4100736",1,"N11","직송",200
"20141023","4116327","4089335",1,"N11","직송",192
"20130608","4066297","4121135",1,"N11","직송",192
"20130608","4116327","4060212",1,"N11","직송",256
"20130608","4066297","4114342",1,"N11","직송",192
"20130803","5082584","4024336",1,"N11","직송",225
"20130807","5082584","4024336",1,"N11","직송",240
"20130808","4024790","4047737",1,"N11","직송",256
"20130808","4024790","4089135",1,"N11","직송",192
"20130817","4116327","4002745",1,"N11","직송",192
"20130817","4116327","4100736",1,"N11","직송",200
"20131007","4116327","4100736",1,"N11","직송",140
"20131008","4024790","4130531",1,"N11","직송",192
"20131127","4116327","4117446",1,"N11","직송",704
"20131127","4142683","4117104",1,"N11","직송",18
"20140123","4116327","4117446",1,"N11","직송",768
"20131211","4116327","4179350",1,"N11","직송",192
"20140203","4116327","4089473",1,"N11","직송",192
"20140401","4116327","4117446",1,"N11","직송",512
"20140513","4066297","4143892",1,"N11","직송",192
"20140513","4116327","4125641",1,"N11","직송",192
"20140515","4030989","4132530",1,"N11","직송",1
"20140515","4116327","4119081",1,"N11","직송",256
"20140520","4066297","4130020",1,"N11","직송",192
"20140527","4066297","4023812",1,"N11","직송",100
"20140801","4189182","4113897",1,"N11","직송",10
"20141007","4066297","4082754",1,"N11","직송",192
"20141024","4116327","4143915",1,"N11","직송",256
"20141024","4152123","4008937",1,"N11","직송",24
"20141024","4152123","4164842",1,"N11","직송",12
"20141119","4024790","4109651",1,"N11","직송",256
"20130628","4042492","4097304",1,"N11","직송",150
"20130628","4118289","4183768",1,"N11","직송",9
"20130629","4024790","4056322",1,"N11","직송",512
"20130715","4042492","4089135",1,"N11","직송",192
"20130821","4024790","4114342",1,"N11","직송",192
"20130829","4042492","4024336",1,"N11","직송",192
"20131022","4116327","4100736",1,"N11","직송",200
"20131026","4142683","4005671",1,"N11","직송",16
"20131207","4024790","4056322",1,"N11","직송",256
"20131225","5082584","4024336",1,"N11","직송",240
"20131226","4024790","4047737",1,"N11","직송",288
"20131226","4116327","4100736",1,"N11","직송",200
"20131231","4116327","4113830",1,"N11","직송",256
"20140218","4116327","4117446",1,"N11","직송",256
"20140426","4116327","4021372",1,"N11","직송",192
"20140430","4142683","4005671",1,"N11","직송",0
"20141001","4066297","4069897",1,"N11","직송",192
"20140902","4142683","4021387",1,"N11","직송",2
"20140903","4066297","4155627",1,"N11","직송",192
"20140903","4142683","4005671",1,"N11","직송",0
"20141022","4152123","4147279",1,"N11","직송",12
"20141208","4024790","4152322",1,"N11","직송",256
"20141126","4116327","4095849",1,"N11","직송",192
"20141126","4123461","4073431",1,"N11","직송",12
"20141104","4024790","4097834",1,"N11","직송",288
"20141124","4189182","4011014",1,"N11","직송",4
"20130524","4084822","4062775",1,"N11","직송",16
"20130705","4066297","4069897",1,"N11","직송",192
"20130710","4024790","4048071",1,"N11","직송",384
"20130710","4116327","4117446",1,"N11","직송",288
"20130715","4116327","4100736",1,"N11","직송",100
"20130719","4024790","4081605",1,"N11","직송",192
"20130719","4024790","4176972",1,"N11","직송",512
"20130901","4183768","4139365",1,"N11","직송",11
"20131031","4116327","4117446",1,"N11","직송",288
"20130923","4116327","4117446",1,"N11","직송",1024
"20130924","4042492","4161819",1,"N11","직송",192
"20131106","4024790","4081605",1,"N11","직송",192
"20131106","4142683","4166324",1,"N11","직송",16
"20131106","4171632","4201986",1,"P11","직송",7
"20140227","4024790","4151508",1,"N11","직송",256
"20140227","4142683","4117104",1,"N11","직송",18
"20140416","4116327","4117446",1,"N11","직송",512
"20140409","4142683","4183882",1,"N11","직송",18
"20140306","4074448","4084093",1,"N11","직송",55
"20140607","5082584","4024336",1,"N11","직송",240
"20140707","4024790","4045252",1,"N11","직송",256
"20140707","4024790","4157758",1,"N11","직송",256
"20140712","4024790","4152322",1,"N11","직송",256
"20140724","4066297","4069349",1,"N11","직송",256
"20140915","4189182","4163333",1,"N11","직송",9
"20141105","4142683","4147968",1,"N11","직송",18
"20141106","4024790","4043963",1,"N11","직송",288
"20141121","4037246","4065680",1,"N11","직송",4
"20141121","4116327","4100736",1,"N11","직송",200
"20141121","4189182","4129522",1,"N11","직송",5
"20141107","4116327","4100736",1,"N11","직송",100
"20141122","4024790","4147961",1,"N11","직송",256
"20141122","4189182","4053690",1,"N11","직송",4
"20130729","4024790","4094187",1,"N11","직송",256
"20130729","4066297","4121135",1,"N11","직송",100
"20130909","4116327","4100736",1,"N11","직송",98
"20130913","4024790","4056322",1,"N11","직송",256
"20130917","4024790","4115401",1,"N11","직송",192
"20130917","4066297","4057097",1,"N11","직송",192
"20130917","4116327","4138751",1,"N11","직송",192
"20130917","4116327","4174888",1,"N11","직송",192
"20131109","4066297","4145534",1,"N11","직송",224
"20131119","4116327","4113830",1,"N11","직송",256
"20131119","4183769","4046351",1,"N11","직송",89
"20140106","4116327","4113830",1,"N11","직송",256
"20140110","4024790","4155500",1,"N11","직송",256
"20140110","4066297","4201005",1,"N11","직송",192
"20140110","4116327","4089473",1,"N11","직송",192
"20140110","4116327","4192613",1,"N11","직송",256
"20140110","4142683","4081242",1,"N11","직송",14
"20140115","4116327","4100736",1,"N11","직송",240
"20140115","4116327","4153269",1,"N11","직송",192
"20140303","4066297","4029970",1,"N11","직송",192
"20140303","4066297","4092191",1,"N11","직송",192
"20140303","4116327","4032167",1,"N11","직송",192
"20140304","4024790","4124271",1,"N11","직송",288
"20140310","5082584","4024336",1,"N11","직송",240
"20140311","4116327","4100736",1,"N11","직송",200
"20140311","4116327","4117446",1,"N11","직송",544
"20140319","4116327","4117446",1,"N11","직송",768
"20140507","4024790","4024336",1,"N11","직송",192
"20140509","4066297","4114342",1,"N11","직송",192
"20140613","4142683","4117104",1,"N11","직송",16
"20140715","4116327","4100736",1,"N11","직송",100
"20140624","4024790","4164483",1,"N11","직송",256
"20140624","4066297","4056322",1,"N11","직송",192
"20141120","4189182","4118469",1,"N11","직송",10
"20141114","4024790","4167285",1,"N11","직송",256
"20141118","4024790","4010573",1,"N11","직송",288
"20141205","5082584","4024336",1,"N11","직송",236
"20130611","4042492","4186625",1,"N11","직송",192
"20130805","4024790","4088733",1,"N11","직송",192
"20130805","4066297","4114342",1,"N11","직송",192
"20130809","4024790","4120723",1,"N11","직송",256
"20130809","4066297","4169252",1,"N11","직송",192
"20130814","4067257","4053071",1,"N11","직송",8
"20131002","4116327","4100736",1,"N11","직송",200
"20131002","4116327","4117446",1,"N11","직송",384
"20131128","4189182","4008521",1,"N11","직송",16
"20131212","4024790","4056322",1,"N11","직송",256
"20140211","4024790","4184258",1,"N11","직송",288
"20140325","4024790","4010573",1,"N11","직송",256
"20140325","4116327","4117446",1,"N11","직송",384
"20140325","4116327","4152344",1,"N11","직송",192
"20140328","4158791","4080951",1,"N11","직송",4
"20140522","4116327","4100736",1,"N11","직송",200
"20140530","4065680","4152322",1,"N11","직송",24
"20140530","4116327","4114282",1,"N11","직송",192
"20140530","4116327","4150929",1,"N11","직송",192
"20141110","4116327","4100736",1,"N11","직송",120
"20141205","4142683","4163628",1,"N11","직송",18
"20141206","4116327","4100736",1,"N11","직송",100
"20130821","4116327","4113830",1,"N11","직송",192
"20130826","4024790","4056322",1,"N11","직송",512
"20130826","4151295","4032179",1,"N11","직송",10
"20131012","4116327","4100736",1,"N11","직송",240
"20131014","4024790","4056882",1,"N11","직송",256
"20131207","4066297","4111640",1,"N11","직송",192
"20131223","4024790","4137879",1,"N11","직송",256
"20131223","4066297","4114342",1,"N11","직송",192
"20131227","4024790","4050064",1,"N11","직송",256
"20131227","4024790","4051728",1,"N11","직송",288
"20131231","4189182","4101132",1,"N11","직송",4
"20140410","4024790","4065354",1,"N11","직송",288
"20140512","4116327","4100736",1,"N11","직송",140
"20140512","4164215","4121135",1,"N11","직송",16
"20150729","4116327","4082741",1,"N11","직송",256
"20150901","4157255","4238871",1,"N11","직송",147
"20151007","4116327","4223265",1,"N11","직송",256
"20151007","4201327","4147938",1,"N11","직송",10
"20151001","4116327","4236788",1,"N11","직송",256
"20150130","4116327","4100736",1,"N11","직송",200
"20150130","4149649","4122054",1,"N11","직송",9
"20150130","5011801","4122054",1,"N11","직송",9
"20150130","5016388","4010462",1,"N11","직송",3
"20150602","4116327","4153269",1,"N11","직송",256
"20150702","4174590","4201327",1,"N11","직송",7
"20150706","4189182","4109266",1,"N11","직송",10
"20150819","4189182","4091622",1,"N11","직송",10
"20150908","4116327","4117582",1,"N11","직송",192
"20150908","4116327","4153269",1,"N11","직송",256
"20150108","4116327","4151066",1,"N11","직송",256
"20150202","4024790","4129573",1,"N11","직송",240
"20150204","4024790","4043963",1,"N11","직송",256
"20150303","4116327","4032167",1,"N11","직송",256
"20150506","4128295","4177719",1,"N11","직송",12
"20150611","4169868","4003185",1,"N11","직송",12
"20150710","4142683","4183882",1,"N11","직송",18
"20150713","4189182","4147961",1,"N11","직송",10
"20150811","4189182","4069340",1,"N11","직송",10
"20150826","4116327","4147911",1,"N11","직송",256
"20150826","4189182","4175467",1,"N11","직송",6
"20141217","5082584","4024336",1,"N11","직송",234
"20141219","4116327","4100736",1,"N11","직송",200
"20141222","4116327","4100736",1,"N11","직송",200
"20150210","4024790","4075748",1,"N11","직송",256
"20150320","4024790","4019365",1,"N11","직송",256
"20150320","4024790","4097834",1,"N11","직송",256
"20150731","4024790","4176972",1,"N11","직송",256
"20150821","4189182","4126473",1,"N11","직송",10
"20150822","4189182","4174888",1,"N11","직송",7
"20151006","4116327","4159629",1,"N11","직송",160
"20151127","4142683","4147549",1,"N11","직송",12
"20151113","4233229","4119910",1,"N11","직송",14
"20151120","4042492","4010409",1,"N11","직송",130
"20141224","5082584","4024336",1,"N11","직송",221
"20150123","4024790","4091014",1,"N11","직송",240
"20150217","4116327","4100736",1,"N11","직송",200
"20150223","4024790","4047737",1,"N11","직송",256
"20150224","5082584","4024336",1,"N11","직송",223
"20150326","4116327","4163970",1,"N11","직송",256
"20150728","4116327","4140759",1,"N11","직송",192
"20150728","4174590","4109266",1,"N11","직송",10
"20150828","4189182","4147961",1,"N11","직송",1
"20150829","4189182","4069340",1,"N11","직송",5
"20150613","4065680","4094863",1,"N11","직송",12
"20150919","4189182","4147938",1,"N11","직송",8
"20150919","5016388","4010462",1,"N11","직송",2
"20150905","5082584","4024336",1,"N11","직송",228
"20150909","4142683","4114342",1,"N11","직송",18
"20151116","4233229","4123461",1,"N11","직송",48
"20150226","4024790","4172696",1,"N11","직송",256
"20150508","4116327","4098966",1,"N11","직송",188
"20150619","4142683","4147549",1,"N11","직송",12
"20150619","4189182","4044843",1,"N11","직송",8
"20150810","4024790","4024490",1,"N11","직송",256
"20150824","4116327","4138014",1,"N11","직송",256
"20151112","4116327","4201327",1,"N11","직송",192
"20151118","4189182","4069340",1,"N11","직송",7
"20151026","4179351","4200671",1,"N11","직송",24
"20141216","4024790","4016104",1,"N11","직송",256
"20141217","4142683","4005671",1,"N11","직송",18
"20141218","4024790","4167285",1,"N11","직송",256
"20141218","4116327","4100736",1,"N11","직송",100
"20150117","4116327","4100736",1,"N11","직송",200
"20150212","4116327","4141274",1,"N11","직송",192
"20150212","4116327","4178822",1,"N11","직송",192
"20150212","4116327","4188339",1,"N11","직송",256
"20150518","4189182","4044843",1,"N11","직송",5
"20150625","4189182","4142730",1,"N11","직송",8
"20150731","4116327","4164825",1,"N11","직송",256
"20150731","4158064","4152913",1,"N11","직송",3
"20151106","4201327","4174590",1,"N11","직송",12
"20151008","4116327","4164173",1,"N11","직송",256
"20141231","4116327","4100736",1,"N11","직송",200
"20150123","5011801","4206283",1,"N11","직송",10
"20150123","5016388","4010462",1,"N11","직송",1
"20150519","4142683","4166324",1,"N11","직송",18
"20150727","4011014","4126473",1,"N11","직송",6
"20150730","4116327","4054830",1,"N11","직송",256
"20150912","4177719","4148213",1,"N11","직송",4
"20150923","4116327","4194300",1,"N11","직송",256
"20151021","4189182","4065259",1,"N11","직송",12
"20151009","4177719","4109764",1,"N11","직송",12
"20150401","4127789","4008937",1,"N11","직송",340
"20150603","4024790","4050042",1,"N11","직송",256
"20150910","4189182","4044102",1,"N11","직송",5
